Titulo,Autor,Editor,TituloBusqueda,cluster id,confidence
la viticultura americana y sus raices,luis hidalgo fernandez-cano,m.a.p.a,la viticultura americana y sus raices,876,1
,jose ramon saiz viadero,"complutense, s.a. editorial",,877,1
a prensa galega en cuba,jose santiago neira vilas,edicios do castro,a prensa galega en cuba,878,1
o fidalgo,maria pilar garcia negro,do castro,o fidalgo,879,1
xulian magarinos negreira,blanca ana roig rechou,do castro,xulian magarinos negreira,880,1
identidades regionales,enrique bustamante ramirez,universidad de malaga,identidades regionales,881,1
,miguel-anxo murado lopez,"xerais de galicia, s.a.",,882,1
moncho e driar,maria garcia yanez,"xerais de galicia, s.a.",moncho e driar,883,1
zardigot,eulogio rodriguez ruibal,galaxia,zardigot,884,1
el diario secreto del principe tutankhamon,,,el diario secreto del principe tutankhamon,885,1
,rafael santos torroella,,,886,1
,,,,887,1
,,,,888,1
zumbel 4o egb,carmen pleyan cerda,"barcanova, s.a.",zumbel 4o egb,889,1
,sebastia bech camps,"barcanova, s.a.",,890,1
,sebastia bech camps,"barcanova, s.a.",,891,1
,manuel pons mir,"barcanova, s.a.",,892,1
una tarda per mar...,sebastia bech camps,barcanova,una tarda per mar...,893,1
,jose manuel blecua teijeiro,,,894,1
ortografia 2,josep maria cormand munoz,"onda, s.a.",ortografia 2,895,1
antologia poetica (vicent andres estelles),sebastia bech camps,barcanova,antologia poetica (vicent andres estelles),896,1
,,"oceano, s.a.",,897,1
,francisco caudet yarza,"editorial oceano, s.l.",,898,1
,antonio garcia benitez,"gever, s.a.",,899,1
,,,,900,1
hezkunta - hizkunta,adolfo bornaetxea rodriguez,servicio editorial universidad del pais vasco,hezkunta - hizkunta,901,1
ejercicios basicos de sistemas digitales,javier garcia zubia,servicio editorial universidad del pais vasco,ejercicios basicos de sistemas digitales,902,1
colonizacion y subversion en la andalucia de los s. xviii-xi,antonio garcia benitez,,colonizacion y subversion en la andalucia de los s. xviii-xi,903,1
eleeciones de junio 1986 en andalucia,enrique soria medina,"editoriales andaluzas unidas, s.a.",eleeciones de junio 1986 en andalucia,904,1
ensayos sobre poetas andaluces del siglo xx,leopoldo de luis,editoriales andaluzas unidas,ensayos sobre poetas andaluces del siglo xx,905,1
el palau de les granotes,anna casassas figueras,empuries,el palau de les granotes,906,1
ceramics museum guide,,,ceramics museum guide,907,1
dones de sant marti,ma isabel segura soriano,ajuntament de barcelona,dones de sant marti,908,1
,francisco torres oliver,,,909,1
,ma teresa anguera argilaga,,,910,1
,francisco caudet yarza,,,911,1
la lluna fugissera,,"bromera, s.l.",la lluna fugissera,912,1
sabiduria y compasion,,fundacio la caixa,sabiduria y compasion,913,1
tierra de silencio : doce relatos de castilla leon,gonzalo santonja gomez,muchnik,tierra de silencio : doce relatos de castilla leon,914,1
defectos en la construccion y accion de responsabilidad decenal,"vilalta, aure esther mendez, rosa ma","editorial bosch, s.a.",defectos en la construccion y accion de responsabilidad decenal,915,1
aprendizaje deportivo.,jose hernandez moreno,serv. publ. universidad murcia,aprendizaje deportivo.,916,1
,francisco caudet yarza,,,917,1
,francisco caudet yarza,,,918,1
derecho de obligaciones,carlos rogel vide,"libreria bosch, s.l.",derecho de obligaciones,919,1
cthulhu una celebracion de los mitos,,"enokia, s.l.",cthulhu una celebracion de los mitos,920,1
,,,,921,1
piscis enfrentadas,,timun mas (grupo editorial ceac),piscis enfrentadas,922,1
